model_name,num_parameters,lookback_window,epoch,training_loss,validation_loss,validation_horizon,validation_rmse,validation_mse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,num_attention_heads,dim_ff,dropout,dropout_head_fc,use_norm,activation,learning_rate,seed
patchtst_20260422_054707,4282195,720,1,0.4468774808352906,0.2950352,336,721.932251714692,521186.17606584553,52.5289204120636,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,2,0.24533529803233622,0.25133085,336,671.3504936218912,450711.485286357,52.18147110939026,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,3,0.21911145316217132,0.23725869,336,654.4212173950982,428267.12977688236,52.35953950881958,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,4,0.2074980820283977,0.22949795,336,645.0727630350183,416118.8696096328,52.71365928649902,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,5,0.1996674398320167,0.2234125,336,638.7411154126571,407990.2125186053,52.12967586517334,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,6,0.1939929345510382,0.21925902,336,633.9483058461211,401890.45448516705,52.42086219787598,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,7,0.18980182227301942,0.21700127,336,631.4332080203283,398707.8961908431,52.32626247406006,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,8,0.18653046081417435,0.21610893,336,628.7188317119211,395287.369349203,52.14737415313721,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,9,0.1837788416664819,0.21414374,336,627.1188944648486,393278.10779481387,52.44003176689148,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,10,0.18116828787732162,0.21279365,336,625.443378042461,391179.4191371647,52.37932205200195,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,11,0.17875599879569948,0.2125184,336,623.7426140078574,389054.84852935496,52.00612950325012,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,12,0.17656359044256315,0.21025352,336,621.635656771272,386430.8897694507,52.242119789123535,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,13,0.1744816262008203,0.20844774,336,620.706363681172,385276.3899143034,51.90024757385254,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,14,0.1720214225428581,0.20852213,336,622.8369581982765,387925.8764976816,52.88549518585205,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,15,0.16877251491334438,0.20712169,336,620.4079501858115,384906.0246537603,53.006115436553955,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,16,0.16500210862401402,0.20461969,336,620.0941236249862,384516.7221542397,51.986979484558105,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,17,0.16053524422221796,0.20390928,336,621.066179403701,385723.1991991101,51.994566202163696,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,18,0.1566316663762118,0.20078881,336,616.3530617978261,379891.09678755474,52.169071674346924,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,19,0.15365844362140438,0.19893551,336,612.351142280342,374973.92145203956,51.7971031665802,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,20,0.1511991233888789,0.20130609,336,617.1014077591767,380814.1474583576,51.95083928108215,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,21,0.14901145593690726,0.20116365,336,617.0626594796639,380766.3257241157,51.96476674079895,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,22,0.14705570421379782,0.19911145,336,612.4620192414828,375109.72501335444,52.221402168273926,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,23,0.14537072581292304,0.19817418,336,609.2689238700378,371208.621593754,51.94957399368286,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_054707,4282195,720,24,0.14387473082078725,0.20389034,336,619.3744914404147,383624.7606470723,52.346657037734985,patchtst,LOG_TOTALDEMAND,True,[],True,336,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
