model_name,num_parameters,lookback_window,epoch,training_loss,validation_loss,validation_horizon,validation_rmse,validation_mse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,num_attention_heads,dim_ff,dropout,dropout_head_fc,use_norm,activation,learning_rate,seed
patchtst_20260422_043442,964147,720,1,0.40032764609431093,0.22992934,48,637.6675934910828,406619.95978870883,51.24168539047241,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,2,0.17691885124086812,0.17093699,48,555.2626580776405,308316.61945544666,51.2721688747406,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,3,0.1395268781563979,0.1462304,48,516.11394966673,266373.609040592,51.14188814163208,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,4,0.12121274655546482,0.13175967,48,492.58080750334153,242635.85192064403,50.86981272697449,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,5,0.10975597027724643,0.12300501,48,476.9849857519927,227514.6766328287,51.09554481506348,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,6,0.10206077997798908,0.11780119,48,467.2504413722801,218322.97496259052,51.09793257713318,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,7,0.09689030177801258,0.11477921,48,461.26952667907466,212769.57624273756,51.18238067626953,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,8,0.09323592824453071,0.11296516,48,457.8276413500847,209606.14918418182,51.45316290855408,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,9,0.0904718666006884,0.11121321,48,453.79222810252793,205927.38628625675,51.21840858459473,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,10,0.0882626983620259,0.11011795,48,451.12527882907585,203514.01719861146,50.71629190444946,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,11,0.086353887898397,0.109377354,48,449.15679661942266,201741.8279494214,50.79136323928833,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_043442,964147,720,12,0.0846883925192577,0.1076562,48,444.6482960669156,197712.1071952114,50.70679950714111,patchtst,LOG_TOTALDEMAND,True,[],True,48,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
