model_name,lookback_window,epoch,training_loss,validation_loss,validation_horizon,validation_rmse,validation_mse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,num_attention_heads,dim_ff,dropout,dropout_head_fc,use_norm,activation,learning_rate,seed
patchtst_20260418_025048,336,1,0.5752924799873208,0.35766068,336,792.5916076578154,628201.4565296004,49.42974805831909,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,2,0.2910712984819625,0.28716058,336,716.873195445068,513907.17834762257,48.56454801559448,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,3,0.2507737428370842,0.26610366,336,692.8570041236577,480050.8281632103,48.748841762542725,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,4,0.23504644598664537,0.25564438,336,680.7473154133376,463416.9074424661,48.73120594024658,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,5,0.22601837278920134,0.24834324,336,672.4851923371797,452236.3339127735,48.5004620552063,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,6,0.2196483000822109,0.24369802,336,667.0229354047765,444919.5963560046,48.83871865272522,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,7,0.21472546097960726,0.24028797,336,662.9152580684398,439456.63937994617,48.73562526702881,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,8,0.21056091863304208,0.23669052,336,658.4055872554861,433497.9173292415,48.82675075531006,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,9,0.206519338225302,0.23314838,336,653.7589467036192,427400.76039502566,48.60040497779846,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,10,0.20237344423042056,0.22930796,336,648.6803991626922,420786.2602578696,48.630932569503784,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,11,0.19830507944846495,0.22536428,336,643.6995460088312,414349.1055319755,48.68932271003723,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,12,0.19436857340408706,0.22205143,336,639.3466124099908,408764.090800131,48.485851526260376,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,13,0.1897341693858183,0.22040997,336,639.8803600692985,409446.8752024151,48.80318284034729,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,14,0.18400078288288563,0.21503086,336,632.8459241801347,400493.96375140885,48.637789249420166,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,15,0.17802458807718893,0.21429653,336,634.2248509822015,402241.1616033957,48.37741732597351,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,16,0.17245999273079202,0.21370506,336,635.3375470338905,403653.79867104103,48.6667423248291,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,17,0.16786447040158844,0.21105032,336,631.7438362365574,399100.2746228822,48.72361183166504,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,18,0.16415808785326003,0.20703466,336,626.789257499439,392864.77331669815,48.57571506500244,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,19,0.16102971521535775,0.20230223,336,619.7731838183282,384118.7993803073,48.60825514793396,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,20,0.1583515967815946,0.19793044,336,610.3523212792226,372529.9560909354,48.59130358695984,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,21,0.1561703819649521,0.19886632,336,612.6411618695462,375329.19321686745,48.729116439819336,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,22,0.15430090680879144,0.19890584,336,613.8621288164925,376826.713195116,48.71773552894592,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,23,0.1527718356750718,0.19773269,336,609.5569230965993,371559.6424949935,48.75491380691528,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,24,0.151265127437967,0.19894703,336,614.0812233929126,377095.7489237363,48.63275146484375,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260418_025048,336,25,0.15000945676173622,0.1973453,336,612.0750049864583,374635.81172917294,48.97587966918945,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
