model_name,num_parameters,lookback_window,epoch,training_loss,validation_loss,validation_horizon,validation_rmse,validation_mse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,num_attention_heads,dim_ff,dropout,dropout_head_fc,use_norm,activation,learning_rate,seed
patchtst_20260422_061556,4276435,336,1,0.6099430182464095,0.39774302,720,829.3022440682295,687742.2120166012,52.03291845321655,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,2,0.3265461987906483,0.32672223,720,757.9251393875774,574450.5169156786,52.0102322101593,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,3,0.28644301141585843,0.3050062,720,734.7260177479169,539822.3211557122,51.69946098327637,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,4,0.2712865604461007,0.29414216,720,723.3711537269104,523265.8260442014,52.041682958602905,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,5,0.2630065288596212,0.2877189,720,716.2651637432061,513035.7847920819,51.99637699127197,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,6,0.25722460896697996,0.28291097,720,711.1446269100578,505726.6803830453,52.79132413864136,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,7,0.2526508394335116,0.2780021,720,707.1159938906964,500013.02881602733,52.82248783111572,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,8,0.24868212122852074,0.274316,720,703.2912234957137,494618.5450460979,52.98569321632385,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,9,0.24472720527974434,0.27178496,720,699.7279334531343,489619.1808545938,52.57832622528076,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,10,0.24036052194316015,0.26895264,720,695.8230564568124,484169.72589690035,51.99497580528259,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,11,0.2354170288094106,0.2640539,720,692.9623702653934,480196.84660383215,51.51674246788025,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,12,0.22959679418321677,0.259985,720,692.3206736398197,479307.91514909366,51.31223249435425,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,13,0.22085747933269528,0.26286623,720,705.4256454820919,497625.34130382596,51.39549708366394,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_061556,4276435,336,14,0.20951810215457328,0.2576317,720,700.7626954873865,491068.35538674763,51.35287952423096,patchtst,LOG_TOTALDEMAND,True,[],True,720,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
