model_name,lookback_window,epoch,training_loss,validation_loss,validation_horizon,validation_rmse,validation_mse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,num_attention_heads,dim_ff,dropout,dropout_head_fc,use_norm,activation,learning_rate,seed
patchtst_20260418_062646,720,1,0.34890525705924297,0.24325728,336,664.6864857796006,441808.12437803525,453.43044543266296,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,2,0.3136051097737951,0.24127083,336,678.8398897166288,460823.5958704848,452.35924792289734,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,3,0.3003970358419025,0.23661762,336,668.8728579575982,447390.9001123653,452.17367911338806,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,4,0.29248001906658067,0.23756729,336,671.1112701652328,450390.33694279206,452.32836508750916,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,5,0.28461920477676367,0.25062877,336,674.8901163877977,455476.6691979351,453.1244797706604,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,6,0.275725276717539,0.25558963,336,680.1992049305387,462670.95838813705,452.30060267448425,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,7,0.26516340162061897,0.2675796,336,695.9643857327723,484366.426208395,452.26812982559204,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,8,0.2545514113429525,0.27680513,336,706.8266857007739,499603.96361874056,452.2604537010193,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,9,0.24335785418564607,0.27999935,336,704.0086585046854,495628.1912495668,453.19542813301086,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,10,0.23349289021453312,0.28244126,336,704.900682078508,496884.97159474576,452.19340896606445,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,11,0.22450673769025198,0.27539054,336,703.9063348547654,495484.1282486691,452.12406873703003,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,12,0.21679075605042628,0.27581856,336,703.1464395046515,494414.91538806853,452.1285364627838,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
patchtst_20260418_062646,720,13,0.2099091773492844,0.2633084,336,689.7704497906453,475783.2734043891,452.11344027519226,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,512,5,16,2048,0.2,0.2,True,gelu,0.0001,31415
