model_name,num_parameters,lookback_window,epoch,training_loss,validation_loss,validation_horizon,validation_rmse,validation_mse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,num_attention_heads,dim_ff,dropout,dropout_head_fc,use_norm,activation,learning_rate,seed
patchtst_20260422_065017,8706259,720,1,0.47260873671958,0.35080016,720,774.6655412147845,600106.700745595,51.07416248321533,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,2,0.2789670293067777,0.30320486,720,726.2721423426963,527471.2247430497,50.919184923172,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,3,0.2549429089138982,0.287198,720,709.7806495706233,503788.5705048959,50.75779366493225,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,4,0.2443401270096,0.27756122,720,700.512820327827,490718.21144364635,50.76502513885498,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,5,0.23705582640660824,0.27354845,720,694.1474111256697,481840.6283724695,50.72987747192383,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,6,0.2315374919745195,0.26756552,720,689.4423316583759,475330.72868253797,50.763803243637085,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,7,0.22713242508952317,0.26439258,720,685.7981606265608,470319.1171187741,50.42024111747742,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,8,0.22333526983087068,0.26165792,720,682.5900323974076,465929.15232829395,50.42951989173889,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,9,0.21943724808651346,0.25987875,720,682.8276680481549,466253.62425208127,52.08260178565979,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,10,0.2151266736885682,0.2600663,720,685.633213712324,470092.90374548937,52.205366373062134,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,11,0.21041220194571086,0.26173148,720,690.1220626151638,476268.4613082081,52.353604793548584,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,12,0.20515182048698422,0.26759213,720,706.4509812930755,499072.9889699493,52.643702030181885,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,13,0.1991224920853626,0.25382996,720,689.2340241664793,475043.540068719,51.586907386779785,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,14,0.19157531832270228,0.25274175,720,691.8811844552838,478699.5734032464,51.08257579803467,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,15,0.18479872919638335,0.2462859,720,684.1032298560166,467997.22909943387,51.08263874053955,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,16,0.1799627504010687,0.24122964,720,677.6779580043994,459247.41476501257,50.79619765281677,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,17,0.1760369615691885,0.23748367,720,672.2486569503368,451918.25677153154,50.828763246536255,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,18,0.1729575921052186,0.23537268,720,670.5421515504225,449626.7770058699,50.81997728347778,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,19,0.17022449588090258,0.23244244,720,664.6162280002042,441714.7305212194,50.75127840042114,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,20,0.16799303824202344,0.23327923,720,665.0606303972712,442305.64210441575,50.83722186088562,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,21,0.16613778569362575,0.23313577,720,664.9733826733898,442189.5996640905,50.952112674713135,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,22,0.16444163093733233,0.23741722,720,669.7507223234148,448566.030052736,50.75984716415405,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_065017,8706259,720,23,0.16271653786802168,0.23192452,720,663.4229890938268,440130.06245818787,50.70567011833191,patchtst,LOG_TOTALDEMAND,True,[],True,720,720,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
