model_name,num_parameters,lookback_window,epoch,training_loss,validation_loss,validation_horizon,validation_rmse,validation_mse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,num_attention_heads,dim_ff,dropout,dropout_head_fc,use_norm,activation,learning_rate,seed
patchtst_20260422_040329,663091,336,1,0.5277780390896004,0.29600713,48,721.7106366152569,520866.2430035994,50.14759397506714,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,2,0.214366981023295,0.19838764,48,598.0916251258247,357713.59204565006,49.1292622089386,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,3,0.16341080511804426,0.16303073,48,544.209276620974,296163.73676032387,48.7446026802063,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,4,0.1408727836592088,0.14336398,48,512.8087945295504,262972.85974685056,49.70412874221802,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,5,0.1274597218588029,0.13299759,48,494.505345147583,244535.5363795302,50.08434271812439,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,6,0.11887410714031182,0.12636678,48,483.0347012539008,233322.52261544517,50.103604316711426,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,7,0.11286585544344098,0.122510284,48,475.6535861271128,226246.3339955827,49.83492422103882,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,8,0.10812436845301512,0.12036993,48,470.7794817180743,221633.32040673867,50.198232650756836,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,9,0.10397800120166897,0.11792778,48,465.55358252391085,216740.13820084787,49.33697319030762,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,10,0.10029857404398332,0.11601734,48,461.233151260314,212736.0198215197,49.21183896064758,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,11,0.09713414466223777,0.114991285,48,458.69632948821817,210402.322685964,49.28353714942932,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,12,0.0945782914047604,0.11349848,48,455.0397737300155,207061.19567626368,49.01014041900635,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,13,0.09243368353029413,0.112146825,48,452.65704527247806,204898.40063481027,49.241193532943726,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,14,0.09049192046431159,0.10989219,48,448.47220067380596,201127.31477720648,49.212568283081055,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,15,0.08864093297777988,0.10881505,48,446.63171744736957,199479.891029987,49.09323716163635,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,16,0.08680459449238084,0.1077015,48,444.5896985546248,197660.00006089214,49.16971206665039,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,17,0.08483436299894075,0.10428923,48,438.697793217663,192455.7537740474,49.34451484680176,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,18,0.08273939405981467,0.10387924,48,439.2862053331628,192972.37019600967,49.401076793670654,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,19,0.08060371204437566,0.10157601,48,434.99981284538643,189224.83717552124,48.94037389755249,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,20,0.07844248470400973,0.10204562,48,438.4937392206742,192276.7593357286,49.28944730758667,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
patchtst_20260422_040329,663091,336,21,0.07648918511407546,0.100021936,48,433.64205772163876,188045.43422505708,49.257444620132446,patchtst,LOG_TOTALDEMAND,True,[],True,48,336,[],[],[],48,MS,16,8,128,3,16,256,0.0,0.0,True,gelu,5e-06,31415
