epoch,train_loss,val_loss,val_rmse,best_epoch,early_stop_epoch,num_parameters,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,forecast_last_step_only,hidden_size,num_layers,dropout,learning_rate,use_mlp_head,mlp_hidden_size,num_attention_heads,seed
13,0.3052252622079973,0.3807721734046936,825.5186969539989,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
14,0.2986930782390382,0.3500586152076721,797.3346719763556,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
15,0.30263947243054296,0.36348214745521545,807.2236850743249,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
16,0.29025421059965467,0.38355526328086853,825.263319549947,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
17,0.28615173174772857,0.35815680027008057,803.3249171712503,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
18,0.2849516534666323,0.36186355352401733,804.240649029658,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
19,0.27842366713161915,0.3652704060077667,807.9370871440285,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
20,0.2743811091842429,0.36578845977783203,809.5861208434487,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
21,0.2719936213576732,0.3567006289958954,801.2894867325919,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
22,0.26725217940121737,0.36752137541770935,811.8921283293464,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
23,0.26466672668339675,0.3713201880455017,814.5971897820615,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
24,0.26182836884044,0.3585721254348755,804.0287884941781,14,24,5347088,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,720,720,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
