epoch,train_loss,val_loss,val_rmse,best_epoch,early_stop_epoch,num_parameters,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,forecast_last_step_only,hidden_size,num_layers,dropout,learning_rate,use_mlp_head,mlp_hidden_size,num_attention_heads,seed
18,0.08647348420650391,0.13122370839118958,487.3627518077947,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
19,0.08448336219677509,0.13065259158611298,487.2565535684333,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
20,0.08235990752473847,0.13200441002845764,492.14109856166107,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
21,0.08015000061388541,0.13510888814926147,497.4852927002156,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
22,0.07860564030761831,0.1327747255563736,494.70878436065686,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
23,0.0767774909117388,0.1287967711687088,486.5824775778012,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
24,0.07497677638174013,0.12900561094284058,486.9460961480801,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
25,0.07351942347309003,0.12674492597579956,481.0699843412459,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
26,0.07197250215672227,0.12506543099880219,477.77971692040387,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
27,0.07047299195083624,0.135486900806427,499.8557798221856,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
28,0.06941489804695455,0.1423397660255432,516.4789504845295,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
29,0.06817606849506194,0.1296008974313736,490.7948343505049,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
30,0.06675146413202628,0.12824870645999908,487.72576026006493,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
31,0.06575819526964527,0.13595756888389587,502.73522231144756,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
32,0.06461423453721686,0.136509969830513,503.0007267614866,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
33,0.06346635129509395,0.13874982297420502,509.4384278915308,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
34,0.06251106088931936,0.1336677372455597,496.13470655115344,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
35,0.061640297417413475,0.12832126021385193,487.12011314719075,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
36,0.060464216151690384,0.13490933179855347,502.51701664229876,26,36,5303408,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,48,168,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
