epoch,train_loss,val_loss,val_rmse,best_epoch,early_stop_epoch,num_parameters,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,forecast_last_step_only,hidden_size,num_layers,dropout,learning_rate,use_mlp_head,mlp_hidden_size,num_attention_heads,seed
11,0.2714391232964062,0.3115037679672241,747.2378659325401,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
12,0.2649236940438298,0.31978660821914673,754.867320802163,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
13,0.2583116753109329,0.30619677901268005,741.9557460750652,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
14,0.2522430465269899,0.32604482769966125,762.993478239357,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
15,0.2468911505215077,0.32692718505859375,763.1441954563768,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
16,0.2426121283694718,0.30107805132865906,738.0633233657935,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
17,0.23799845281639256,0.31038156151771545,749.3600670473838,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
18,0.23299175287557558,0.35528692603111267,797.8098901144025,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
19,0.22773548990610823,0.32362306118011475,765.7398293871031,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
20,0.22211195579917006,0.35328295826911926,798.3516868217113,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
21,0.2142051284409576,0.33895212411880493,783.2491696316617,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
22,0.2071221742537314,0.3249669671058655,770.2682306026065,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
23,0.20116204947202507,0.348462849855423,796.300106868166,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
24,0.19674062198670592,0.3274950683116913,770.6435918289516,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
25,0.1918459303224369,0.30974340438842773,750.8239321013504,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
26,0.18802103235258746,0.31029245257377625,750.8456185869042,16,26,5322128,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,256,4,0.35,1e-05,True,64,8,31415
