epoch,train_loss,val_loss,val_rmse,best_epoch,early_stop_epoch,num_parameters,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,forecast_last_step_only,hidden_size,num_layers,dropout,learning_rate,use_mlp_head,mlp_hidden_size,num_attention_heads,seed
50,0.22167330938866162,0.287150502204895,725.2366966721867,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
51,0.2200446162453395,0.28391194343566895,720.8355163269816,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
52,0.21815465338505138,0.28707021474838257,724.456946640359,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
53,0.2163116975805418,0.2831074893474579,720.712380858302,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
54,0.21579076795542398,0.2870899438858032,725.2877212986618,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
55,0.21426984533498755,0.28216612339019775,718.2045590743471,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
56,0.21430067765602245,0.28194475173950195,719.3059795494831,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
57,0.21132520939214836,0.27986612915992737,716.1451099681933,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
58,0.2107206549491622,0.2811085879802704,717.6754543687487,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
59,0.2092578604464428,0.2795880138874054,715.4725447484836,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
60,0.20831554046957673,0.2754596173763275,710.9745320870192,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
61,0.2070319876074791,0.2803150713443756,717.5657800124446,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
62,0.20586413462731668,0.27743303775787354,713.1639563901595,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
63,0.20510931034504323,0.27752530574798584,713.4591362711167,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
64,0.20385590963733183,0.2767488956451416,711.731424051884,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
65,0.20299681797853827,0.27443915605545044,708.7193073350537,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
66,0.20178625745704565,0.2762831747531891,712.2438277461353,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
67,0.20102147296086398,0.2653872072696686,698.4837134102653,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
68,0.19967600896601573,0.27094170451164246,704.0107591430396,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
69,0.1988589775841587,0.26880723237991333,702.5137528153072,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
70,0.19748596768024407,0.2656658887863159,699.2352954208201,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
71,0.1967943284342144,0.26489701867103577,697.6088449831607,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
72,0.1955211738433332,0.2665400803089142,700.0899616468148,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
73,0.1946173022538577,0.25925344228744507,692.0183238481522,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
74,0.19346517718845,0.261833131313324,695.5630019587791,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
75,0.1926496126041599,0.26256701350212097,695.2462393029103,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
76,0.19124323932260245,0.26030808687210083,694.5265514107424,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
77,0.19044856552943878,0.25781622529029846,688.6200980163799,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
78,0.18931755396689987,0.262938916683197,697.6113947008032,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
79,0.18818502288492037,0.26471641659736633,697.9509619936163,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
80,0.18742987232706695,0.2607157230377197,694.161041767145,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
81,0.18621643622675343,0.25838702917099,690.9474133341596,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
82,0.1850127275001131,0.25569257140159607,688.4762026370988,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
83,0.18416673956337232,0.2592895030975342,693.0286516245684,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
84,0.18308940466903878,0.2620428502559662,693.5733610341119,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
85,0.18192445506734042,0.25775983929634094,688.8078829339563,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
86,0.18091155672263656,0.25930899381637573,693.5625473651643,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
87,0.18012766101149158,0.2543383538722992,685.7763669003984,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
88,0.17872435317195406,0.26296645402908325,695.7774888713049,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
89,0.17778894998110165,0.2597445845603943,692.4329918159586,87,97,570768,bilstm,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'LOG_TOTALDEMAND_lag_48', 'LOG_TOTALDEMAND_lag_336']",True,336,336,"[48, 336]",[],[],48,False,128,2,0.2,1e-05,True,64,4,31415
