model_name,order,seasonal_order,training_aic,validation_horizon,validation_iters,validation_mae,validation_mse,validation_rmse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,training_size,target_lags,target_mas,feature_lags,step_size,p,d,q,P,D,Q,seasonality_period,enforce_stationarity,enforce_invertibility
sarimax_20260417_140049,"(5, 0, 0)","(1, 1, 1, 48)",-9092.67748424099,48,48,373.07180826908916,275208.3247213113,524.6030163097723,496.88654494285583,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,48,2880,[],[],[],48,"[5, 4, 3]",[0],[0],[1],[1],[1],48,True,True
sarimax_20260417_140049,"(3, 0, 0)","(1, 1, 1, 48)",-9179.397566213245,48,48,357.7451864329766,255323.94545404837,505.2958989087962,400.09711503982544,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,48,2880,[],[],[],48,"[5, 4, 3]",[0],[0],[1],[1],[1],48,True,True
