model_name,order,seasonal_order,training_aic,validation_horizon,validation_iters,validation_mae,validation_mse,validation_rmse,time_taken_seconds,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,training_size,target_lags,target_mas,feature_lags,step_size,p,d,q,P,D,Q,seasonality_period,enforce_stationarity,enforce_invertibility
sarimax_20260417_142422,"(5, 0, 0)","(1, 1, 1, 48)",-18319.48628541705,48,48,365.61117953666934,270246.5607834382,519.8524413556584,1000.1691846847534,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,48,5760,[],[],[],48,"[5, 4, 3]",[0],[0],[1],[1],[1],48,True,True
sarimax_20260417_142422,"(3, 0, 0)","(1, 1, 1, 48)",-18205.49774763715,48,48,357.07726677498096,260169.0530794352,510.06769460478006,804.6681649684906,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,48,5760,[],[],[],48,"[5, 4, 3]",[0],[0],[1],[1],[1],48,True,True
