file_name,mae,mse,rmse,total_epochs_run,best_epoch,early_stop_epoch,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,lookback,target_lags,target_mas,feature_lags,step_size,variate,patch_len,stride,d_model,num_encoder_layers,dim_ff,dropout,dropout_head_fc
patchtst_20260412_003948_test_metrics.csv,359.0219236137137,310879.6758352252,557.5658488781619,30,20,30,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,48,336,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_011645_test_metrics.csv,366.37923160027975,324797.050018952,569.9096858441274,31,21,31,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,48,512,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_020041_test_metrics.csv,360.9418970520104,318003.8410626373,563.91829289591,24,14,24,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,48,720,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_030639_test_metrics.csv,456.4262136040456,513822.0228557172,716.8137992921992,24,14,24,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,336,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_033548_test_metrics.csv,462.7801169143108,521178.2285903272,721.9267473853058,23,13,23,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,512,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_040653_test_metrics.csv,465.3134938015352,544354.3587751916,737.8037400116589,24,14,24,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,336,720,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_050821_test_metrics.csv,482.9583841063092,582690.1877398941,763.3414620861978,33,23,33,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,720,336,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_054923_test_metrics.csv,498.84813025227095,640158.3717129537,800.0989761979162,40,30,40,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,720,512,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
patchtst_20260412_063221_test_metrics.csv,492.9753842176786,595571.1255105191,771.7325479144437,27,17,27,patchtst,LOG_TOTALDEMAND,True,"['TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND', 'demand_1_year_ago']",True,720,720,[],[],[],48,MS,16,8,128,3,256,0.2,0.2
