file_name,rmse,mse,mae,total_epochs_run,best_epoch,early_stop_epoch,model_type,target_col,used_log_target,all_feature_cols,scale,horizon,training_size,target_lags,target_mas,feature_lags,step_size,p,d,q,P,D,Q,seasonality_period,enforce_stationarity,enforce_invertibility
sarimax_20260412_004221_test_metrics.csv,561.782460705694,315599.5331565446,378.8233320970392,,,,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,48,720,[],[],[],48,"[2, 3, 4]",[0],[0],[1],[1],[1],48,True,True
sarimax_20260412_005514_test_metrics.csv,535.2422336878021,286484.2487231078,372.1379168188352,,,,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,48,1440,[],[],[],48,"[2, 3, 4]",[0],[0],[1],[1],[1],48,True,True
sarimax_20260412_011654_test_metrics.csv,679.5032522130207,461724.669768072,467.8744353120896,,,,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,336,720,[],[],[],48,"[2, 3, 4]",[0],[0],[1],[1],[1],48,True,True
sarimax_20260412_013308_test_metrics.csv,682.5752578481275,465908.98262643785,484.9411401363309,,,,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,336,1440,[],[],[],48,"[2, 3, 4]",[0],[0],[1],[1],[1],48,True,True
sarimax_20260412_015742_test_metrics.csv,695.8437799577256,484198.5661058556,485.4043325408204,,,,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,720,720,[],[],[],48,"[2, 3, 4]",[0],[0],[1],[1],[1],48,True,True
sarimax_20260412_021726_test_metrics.csv,711.7250478191271,506552.5436931388,511.7748882989357,,,,SARIMAX,LOG_TOTALDEMAND,True,"['demand_1_week_ago', 'demand_1_year_ago', 'TEMPERATURE', 'TEMP_SQUARED', 'IS_WEEKEND']",True,720,1440,[],[],[],48,"[2, 3, 4]",[0],[0],[1],[1],[1],48,True,True
