epoch,train_loss,val_loss,best_epoch,early_stop_epoch
1,0.9386899309207083,0.794762372970581,39,49
2,0.6922751453784668,0.5710738897323608,39,49
3,0.5390738163091902,0.5345854163169861,39,49
4,0.4591146032459423,0.46314337849617004,39,49
5,0.3935045475084839,0.42938220500946045,39,49
6,0.3633755842814548,0.4208860397338867,39,49
7,0.35002470854398227,0.4001692235469818,39,49
8,0.34268608376781634,0.40683692693710327,39,49
9,0.33705405916280085,0.39558225870132446,39,49
10,0.332019919207818,0.3871864080429077,39,49
11,0.32962457970718706,0.38804009556770325,39,49
12,0.3256913731572665,0.37496253848075867,39,49
13,0.32011083210311453,0.3679877817630768,39,49
14,0.31309976646381443,0.360889196395874,39,49
15,0.3087955683791441,0.3634091317653656,39,49
16,0.304663347696811,0.3552281856536865,39,49
17,0.30090945344421816,0.351491779088974,39,49
18,0.2972459488171471,0.35924825072288513,39,49
19,0.29440377680918095,0.3547612726688385,39,49
20,0.29118182878109616,0.3478679358959198,39,49
21,0.2883980207925402,0.3416791558265686,39,49
22,0.2855633134124993,0.3494828939437866,39,49
23,0.28444921437187465,0.35325366258621216,39,49
24,0.2822639302804691,0.3418320119380951,39,49
25,0.27828937226049694,0.3475935757160187,39,49
26,0.27732312325793806,0.34272244572639465,39,49
27,0.2747257980291782,0.34687045216560364,39,49
28,0.27278119602611495,0.34409913420677185,39,49
29,0.2710160509606831,0.3393279016017914,39,49
30,0.27081893431691145,0.34051474928855896,39,49
31,0.2676565571188859,0.34434032440185547,39,49
32,0.26707604404110685,0.3450412154197693,39,49
33,0.2648058881725332,0.34484565258026123,39,49
34,0.2649199479097129,0.3421318233013153,39,49
35,0.26262392710610066,0.34229961037635803,39,49
36,0.2611902602263821,0.34090399742126465,39,49
37,0.27430447957841225,0.3357018232345581,39,49
38,0.2589104260352723,0.3400731086730957,39,49
39,0.25829867097695336,0.33217674493789673,39,49
40,0.25738675062955724,0.34245365858078003,39,49
41,0.25663895068848547,0.3395979702472687,39,49
42,0.25670216991422395,0.3339579105377197,39,49
43,0.2540157085791431,0.34004437923431396,39,49
44,0.253198890084684,0.33855947852134705,39,49
45,0.25307443843062144,0.3337148129940033,39,49
46,0.2518878639613424,0.3354276120662689,39,49
47,0.2503020538748315,0.33242300152778625,39,49
48,0.24989184833028916,0.3436087369918823,39,49
49,0.2491477760530922,0.3378433883190155,39,49
