epoch,train_loss,val_loss,best_epoch,early_stop_epoch
1,0.929931552202965,0.7350608110427856,57,67
2,0.6319003074147734,0.5380885601043701,57,67
3,0.49806735067119784,0.4763912558555603,57,67
4,0.4112121275135793,0.42698585987091064,57,67
5,0.36811867056786846,0.4032955467700958,57,67
6,0.347402447958918,0.3874882757663727,57,67
7,0.3369898811320539,0.3761833906173706,57,67
8,0.32955861725376734,0.3667663633823395,57,67
9,0.32301286513157196,0.35432639718055725,57,67
10,0.3162062011518241,0.3479958176612854,57,67
11,0.31087904789127135,0.34148865938186646,57,67
12,0.3052755323402791,0.33520594239234924,57,67
13,0.3006608777598931,0.33132073283195496,57,67
14,0.29682460310638686,0.324658066034317,57,67
15,0.2924961996700601,0.3202694356441498,57,67
16,0.2884772580364761,0.3156079351902008,57,67
17,0.28487192553120655,0.3124352991580963,57,67
18,0.2813960311331865,0.3089214861392975,57,67
19,0.2782490223777264,0.3081200420856476,57,67
20,0.27516387099407935,0.3060195744037628,57,67
21,0.27217911283615887,0.3027780055999756,57,67
22,0.2691520909893381,0.3029155433177948,57,67
23,0.266061625704934,0.29710519313812256,57,67
24,0.26274255225007354,0.2986679971218109,57,67
25,0.2591031435293717,0.29293292760849,57,67
26,0.2559279609892733,0.29289063811302185,57,67
27,0.2529777517245937,0.29616329073905945,57,67
28,0.24949923695426832,0.2883720099925995,57,67
29,0.24725239214226818,0.28502994775772095,57,67
30,0.24466652090658741,0.28809377551078796,57,67
31,0.2421026350873957,0.2871668040752411,57,67
32,0.2397443016798921,0.2826579809188843,57,67
33,0.23720205700137084,0.29133984446525574,57,67
34,0.2350266336449,0.2816717326641083,57,67
35,0.23337733766640623,0.28427091240882874,57,67
36,0.2304593019029738,0.28068363666534424,57,67
37,0.22810877574701643,0.28117835521698,57,67
38,0.2263264809891116,0.28449875116348267,57,67
39,0.2243612649660655,0.28059905767440796,57,67
40,0.22180101379091616,0.2780874967575073,57,67
41,0.22013820605775164,0.28251343965530396,57,67
42,0.217854222780906,0.27341270446777344,57,67
43,0.21608411604674072,0.2686717212200165,57,67
44,0.21453786158949853,0.26991310715675354,57,67
45,0.21260000264845869,0.27717217803001404,57,67
46,0.21103289774827913,0.2714548110961914,57,67
47,0.20949796886826322,0.271853506565094,57,67
48,0.2079779485762108,0.27005118131637573,57,67
49,0.20654467117895323,0.26856034994125366,57,67
50,0.20496722419947597,0.26947519183158875,57,67
51,0.20339028766362582,0.27102547883987427,57,67
52,0.20199139865712168,0.27255839109420776,57,67
53,0.2002338200900574,0.26675713062286377,57,67
54,0.19916256401786886,0.266192227602005,57,67
55,0.19781312508820975,0.2698913812637329,57,67
56,0.19652977890460416,0.26894932985305786,57,67
57,0.19499293763812253,0.26535889506340027,57,67
58,0.19403226511744748,0.26895400881767273,57,67
59,0.1924351080291257,0.26957079768180847,57,67
60,0.1913587682546653,0.26722803711891174,57,67
61,0.18949044845729643,0.26816388964653015,57,67
62,0.18844329479399824,0.27206331491470337,57,67
63,0.18734270986607277,0.26742368936538696,57,67
64,0.18607991083352177,0.2683314085006714,57,67
65,0.18471464104287924,0.2704075276851654,57,67
66,0.18329152348445188,0.2677871882915497,57,67
67,0.18189758728620553,0.2773838937282562,57,67
