epoch,train_loss,val_loss,best_epoch,early_stop_epoch
1,0.8842886374232467,0.6602120399475098,54,64
2,0.4522070538559837,0.320527046918869,54,64
3,0.2774111342347104,0.26673227548599243,54,64
4,0.23239235762668645,0.23916929960250854,54,64
5,0.2105949388448831,0.21646150946617126,54,64
6,0.19667651804047528,0.19672904908657074,54,64
7,0.18466605041720696,0.18554146587848663,54,64
8,0.17539422328003262,0.17574149370193481,54,64
9,0.16777122596885535,0.17102548480033875,54,64
10,0.16018339135914506,0.1624319702386856,54,64
11,0.15394688256422148,0.16243940591812134,54,64
12,0.14800517013056813,0.1572297215461731,54,64
13,0.14292860238207822,0.15425479412078857,54,64
14,0.13824758910440166,0.1507972925901413,54,64
15,0.13426504889009758,0.14717945456504822,54,64
16,0.13084833262088186,0.14185768365859985,54,64
17,0.1273246097893169,0.13854576647281647,54,64
18,0.12413486522700125,0.13404706120491028,54,64
19,0.12122903392430144,0.13221187889575958,54,64
20,0.11892144145185814,0.13091565668582916,54,64
21,0.11646078909837224,0.12999291718006134,54,64
22,0.11406855212589316,0.1291407197713852,54,64
23,0.11214994160927541,0.12491075694561005,54,64
24,0.11016030423336208,0.12339358776807785,54,64
25,0.10853273637559599,0.12128593772649765,54,64
26,0.10672048768432721,0.11927597969770432,54,64
27,0.10493534488084587,0.1182880848646164,54,64
28,0.1034254090422073,0.11601297557353973,54,64
29,0.1018829981001031,0.1145671084523201,54,64
30,0.10048153813375939,0.11640352010726929,54,64
31,0.09894369865658978,0.11399445682764053,54,64
32,0.09753601540166362,0.11288289725780487,54,64
33,0.09576366972501085,0.11080237478017807,54,64
34,0.0940153397217224,0.1090528815984726,54,64
35,0.09242496135318647,0.11070112884044647,54,64
36,0.09064951886143895,0.10922760516405106,54,64
37,0.0891482056175764,0.10768014937639236,54,64
38,0.0878153607906984,0.10762607306241989,54,64
39,0.08657533403667739,0.10645024478435516,54,64
40,0.08556906536808938,0.1053205281496048,54,64
41,0.08428656261169247,0.1080310121178627,54,64
42,0.08323295863697348,0.10442432761192322,54,64
43,0.08235094131192883,0.10479509830474854,54,64
44,0.08131484506747085,0.10349702835083008,54,64
45,0.08023079263423571,0.10211177915334702,54,64
46,0.07977066663153173,0.10233990848064423,54,64
47,0.07873046951342859,0.10266095399856567,54,64
48,0.07787632283248279,0.10191988945007324,54,64
49,0.07706879724179305,0.1017712876200676,54,64
50,0.07652751427017038,0.10346568375825882,54,64
51,0.07585224473424193,0.10168357938528061,54,64
52,0.075195362821753,0.10144522786140442,54,64
53,0.07460185135992074,0.10051919519901276,54,64
54,0.07400273125744077,0.10001146048307419,54,64
55,0.07322835150154539,0.10105317831039429,54,64
56,0.07269784793989076,0.1015181764960289,54,64
57,0.07203910723320223,0.10210046917200089,54,64
58,0.0714907428120501,0.10132534056901932,54,64
59,0.07090273391597528,0.10292426496744156,54,64
60,0.07045393297652724,0.10006038099527359,54,64
61,0.06977660477636709,0.10276598483324051,54,64
62,0.06932245156921275,0.10263647884130478,54,64
63,0.06874078966964212,0.10290368646383286,54,64
64,0.06847988006966968,0.10234048962593079,54,64
