epoch,train_loss,val_loss,best_epoch,early_stop_epoch
1,0.9407471931470521,0.783709704875946,71,81
2,0.6797539833616384,0.5891262888908386,71,81
3,0.5379989172378017,0.5181180238723755,71,81
4,0.4683370842669096,0.5371260643005371,71,81
5,0.40039922583850357,0.4327082931995392,71,81
6,0.364420825454056,0.44270846247673035,71,81
7,0.3508604459070929,0.4146694540977478,71,81
8,0.34333330574100657,0.3931002616882324,71,81
9,0.3377204328521457,0.38629963994026184,71,81
10,0.3327888284888012,0.3804854452610016,71,81
11,0.32727274187720423,0.3745410740375519,71,81
12,0.3221034427412395,0.38074398040771484,71,81
13,0.31756578447962774,0.3647509515285492,71,81
14,0.31230763817483603,0.36713477969169617,71,81
15,0.3073577868579532,0.36329585313796997,71,81
16,0.30358294353546506,0.36320945620536804,71,81
17,0.30003234734704065,0.3557074964046478,71,81
18,0.2973255375528218,0.3580882251262665,71,81
19,0.2943375317035943,0.35476022958755493,71,81
20,0.2934900129683382,0.35797953605651855,71,81
21,0.29046611555641605,0.35051241517066956,71,81
22,0.28908325290842457,0.34845858812332153,71,81
23,0.28611662769335683,0.35303178429603577,71,81
24,0.2901323512340445,0.34785163402557373,71,81
25,0.284194686615519,0.3472973704338074,71,81
26,0.28235547267629935,0.3418003022670746,71,81
27,0.28364065838817215,0.3413875997066498,71,81
28,0.28003687281609485,0.3380607068538666,71,81
29,0.27576015197379733,0.34143099188804626,71,81
30,0.2799793165304787,0.33695724606513977,71,81
31,0.27748419243917843,0.3350743353366852,71,81
32,0.2725531300322799,0.34249866008758545,71,81
33,0.27403353127853547,0.33465808629989624,71,81
34,0.2704728472528528,0.3371834456920624,71,81
35,0.2775850277058985,0.33134037256240845,71,81
36,0.2680886932810787,0.3306508958339691,71,81
37,0.272345821714338,0.330729216337204,71,81
38,0.2651945098063594,0.3288535475730896,71,81
39,0.26924413454575513,0.32442158460617065,71,81
40,0.2666659626132768,0.329645037651062,71,81
41,0.27653297252940356,0.33182021975517273,71,81
42,0.26989769215972964,0.33033883571624756,71,81
43,0.2612582912817075,0.33170637488365173,71,81
44,0.26358691372444315,0.32645151019096375,71,81
45,0.27038691529178455,0.3464552164077759,71,81
46,0.26730425774520644,0.3427408039569855,71,81
47,0.26459393560875094,0.32668691873550415,71,81
48,0.2681583223232738,0.3243028521537781,71,81
49,0.2669718714108907,0.324996680021286,71,81
50,0.2615691124049806,0.3244079649448395,71,81
51,0.258097030077665,0.31985563039779663,71,81
52,0.2553609081254586,0.31599485874176025,71,81
53,0.25221039919752986,0.31354820728302,71,81
54,0.2505332690977369,0.3156035542488098,71,81
55,0.24659339901715197,0.312433660030365,71,81
56,0.24418934471926393,0.31394162774086,71,81
57,0.24224241849396902,0.30993711948394775,71,81
58,0.24097419115567473,0.30869752168655396,71,81
59,0.23851934756051635,0.31860023736953735,71,81
60,0.2364616118107662,0.3181546628475189,71,81
61,0.2368584797206735,0.312811940908432,71,81
62,0.2329166331812189,0.31479477882385254,71,81
63,0.23087918621598488,0.31060144305229187,71,81
64,0.22918816297213657,0.3096247911453247,71,81
65,0.2282555034859933,0.3075276017189026,71,81
66,0.22592287732669517,0.31255584955215454,71,81
67,0.22535788558283848,0.3049958348274231,71,81
68,0.22730561787150752,0.3044036030769348,71,81
69,0.22198219815792178,0.3226088285446167,71,81
70,0.22006052586418778,0.3029543459415436,71,81
71,0.2214011258957987,0.29958295822143555,71,81
72,0.21702174415328335,0.3032010793685913,71,81
73,0.21588027083135602,0.30197060108184814,71,81
74,0.21470642839275375,0.3171478807926178,71,81
75,0.21260133792766678,0.3061096966266632,71,81
76,0.21152421488632783,0.3077409863471985,71,81
77,0.21074894719267406,0.30918094515800476,71,81
78,0.20881559408607187,0.31022870540618896,71,81
79,0.20781552314397128,0.3135976493358612,71,81
80,0.20832334733149294,0.3358948230743408,71,81
81,0.2092370598678719,0.30703362822532654,71,81
